CODE_FANTOIR;RIVOLI;CLE_CONTROLE
5912791097;1097;P
5912791100;1100;T
5912791110;1110;D
5912791112;1112;F
591281A001;A001;J
591281A002;A002;K
591281B001;B001;W
591281B002;B002;X
591281B003;B003;Y
591281B004;B004;Z
591281B005;B005;A
591281B006;B006;B
591281B007;B007;C
591281B008;B008;D
591281B009;B009;E
591281B010;B010;F
591281B011;B011;G
5912810008;0008;X
5912810010;0010;Z
5912810015;0015;E
5912810020;0020;K
5912810040;0040;G
5912810045;0045;M
5912810052;0052;V
5912810060;0060;D
5912810080;0080;A
5912810085;0085;F
5912810086;0086;G
5912810095;0095;S
5912810097;0097;U
5912810100;0100;X
5912810105;0105;C
5912810110;0110;H
5912810120;0120;U
5912810125;0125;Z
5912810140;0140;R
5912810141;0141;S
5912810142;0142;T
591286A001;A001;M
591286A002;A002;N
591286A004;A004;R
591286A005;A005;S
591286A006;A006;T
591286A007;A007;U
591286A008;A008;V
591286A009;A009;W
591286A010;A010;X
591286B001;B001;Z
591286B003;B003;B
591286B005;B005;D
591286B006;B006;E
591286B007;B007;F
591286B008;B008;G
591286B009;B009;H
5912860004;0004;W
5912860005;0005;X
5912860006;0006;Y
5912860007;0007;Z
5912860010;0010;C
5912860020;0020;N
5912860030;0030;Z
5912860035;0035;E
5912860040;0040;K
5912860050;0050;W
5912860060;0060;G
5912860066;0066;N
5912860070;0070;T
5912860080;0080;D
5912860083;0083;G
5912860088;0088;M
5912860090;0090;P
5912860092;0092;S
5912860093;0093;T
5912860094;0094;U
5912860096;0096;W
5912860100;0100;A
5912860102;0102;C
5912860104;0104;E
5912860105;0105;F
5912860106;0106;G
5912860110;0110;L
5912860119;0119;W
5912860120;0120;X
5912860121;0121;Y
5912860122;0122;Z
5912860124;0124;B
5912860125;0125;C
5912860126;0126;D
5912860130;0130;H
5912860131;0131;J
5912860150;0150;E
5912860160;0160;R
5912860163;0163;U
5912860165;0165;W
5912860167;0167;Y
5912860170;0170;B
5912860175;0175;G
5912860180;0180;M
5912860190;0190;Y
5912860191;0191;Z
5912860200;0200;J
5912860210;0210;V
5912860215;0215;A
5912860220;0220;F
5912860225;0225;L
5912860228;0228;P
5912860230;0230;S
5912860231;0231;T
5912860232;0232;U
5912860234;0234;W
5912860235;0235;X
5912860237;0237;Z
5912860240;0240;C
5912860245;0245;H
5912860250;0250;N
5912860255;0255;U
5912860260;0260;Z
5912860269;0269;J
5912860270;0270;K
5912860274;0274;P
5912860276;0276;S
5912860277;0277;T
5912860278;0278;U
5912860280;0280;W
5912860290;0290;G
5912860300;0300;T
5912860310;0310;D
5912860320;0320;P
5912860330;0330;A
5912860331;0331;B
5912860340;0340;L
5912860350;0350;X
5912860351;0351;Y
5912860360;0360;H
5912860370;0370;U
5912860380;0380;E
5912860390;0390;R
5912860400;0400;B
5912860405;0405;G
5912860410;0410;M
5912860420;0420;Y
5912860425;0425;D
5912860430;0430;J
5912860440;0440;V
5912860450;0450;F
5912860460;0460;S
5912860470;0470;C
5912860475;0475;H
5912860480;0480;N
5912860483;0483;S
5912860485;0485;U
5912860490;0490;Z
5912860500;0500;K
5912860511;0511;X
5912860512;0512;Y
5912860513;0513;Z
5912860515;0515;B
5912860520;0520;G
5912860530;0530;T
5912860535;0535;Y
5912860540;0540;D
5912860541;0541;E
5912860550;0550;P
5912860555;0555;V
5912860556;0556;W
5912860557;0557;X
5912860558;0558;Y
5912860559;0559;Z
5912860560;0560;A
5912860561;0561;B
5912860565;0565;F
5912860570;0570;L
5912860571;0571;M
5912860575;0575;S
5912860580;0580;X
5912860585;0585;C
5912860590;0590;H
5912860595;0595;N
5912860600;0600;U
5912860610;0610;E
5912860611;0611;F
5912860620;0620;R
5912860630;0630;B
5912860631;0631;C
5912860635;0635;G
5912860640;0640;M
5912860650;0650;Y
5912860655;0655;D
5912860659;0659;H
5912860660;0660;J
5912860661;0661;K
5912860670;0670;V
5912860680;0680;F
5912860690;0690;S
5912860695;0695;X
5912860699;0699;B
5912860702;0702;E
5912860703;0703;F
5912860704;0704;G
5912860705;0705;H
5912860706;0706;J
5912860710;0710;N
5912860712;0712;R
5912860713;0713;S
5912860714;0714;T
5912860715;0715;U
5912860716;0716;V
5912860718;0718;X
5912860719;0719;Y
5912860720;0720;Z
5912860725;0725;E
5912860730;0730;K
5912860735;0735;R
5912860740;0740;W
5912860741;0741;X
5912860742;0742;Y
5912860750;0750;G
5912860758;0758;R
5912860765;0765;Y
5912860767;0767;A
5912860768;0768;B
5912860770;0770;D
5912860780;0780;P
5912860785;0785;V
5912860787;0787;X
5912860788;0788;Y
5912860789;0789;Z
5912860790;0790;A
5912860791;0791;B
5912860792;0792;C
5912860798;0798;J
5912860800;0800;L
5912860810;0810;X
5912860811;0811;Y
5912860820;0820;H
5912860830;0830;U
5912860831;0831;V
5912860833;0833;X
5912860834;0834;Y
5912860835;0835;Z
5912860837;0837;B
5912860838;0838;C
5912860839;0839;D
5912860840;0840;E
5912860850;0850;R
5912860855;0855;W
5912860860;0860;B
5912860861;0861;C
5912860862;0862;D
5912860870;0870;M
5912860875;0875;T
5912860877;0877;V
5912860878;0878;W
5912860880;0880;Y
5912860881;0881;Z
5912860882;0882;A
5912860883;0883;B
5912860885;0885;D
5912860890;0890;J
5912860900;0900;V
5912860903;0903;Y
5912860910;0910;F
5912860980;0980;G
591299A001;A001;F
591299A002;A002;G
591299B001;B001;T
591299B002;B002;U
591299B003;B003;V
591299B004;B004;W
591299B005;B005;X
591299B006;B006;Y
591299B007;B007;Z
591299B008;B008;A
591299B009;B009;B
591299B010;B010;C
591299B011;B011;D
591299B012;B012;E
591299B013;B013;F
591299B014;B014;G
591299B015;B015;H
591299B016;B016;J
591299B017;B017;K
591299B018;B018;L
591299B019;B019;M
591299B020;B020;N
591299B021;B021;P
591299B022;B022;R
591299B023;B023;S
591299B024;B024;T
591299B025;B025;U
591299B026;B026;V
591299B027;B027;W
591299B028;B028;X
591299B029;B029;Y
591299B030;B030;Z
591299B031;B031;A
591299B032;B032;B
591299B033;B033;C
591299B034;B034;D
591299B035;B035;E
591299B036;B036;F
5912990010;0010;W
5912990012;0012;Y
5912990015;0015;B
5912990020;0020;G
5912990022;0022;J
5912990023;0023;K
5912990025;0025;M
5912990026;0026;N
5912990027;0027;P
5912990028;0028;R
5912990030;0030;T
5912990031;0031;U
5912990034;0034;X
5912990037;0037;A
5912990039;0039;C
5912990040;0040;D
5912990041;0041;E
5912990042;0042;F
5912990044;0044;H
5912990045;0045;J
5912990046;0046;K
5912990047;0047;L
5912990048;0048;M
5912990051;0051;R
5912990052;0052;S
5912990054;0054;U
5912990055;0055;V
5912990060;0060;A
5912990070;0070;L
5912990071;0071;M
5912990072;0072;N
5912990080;0080;X
5912990081;0081;Y
5912990082;0082;Z
5912990083;0083;A
5912990085;0085;C
5912990086;0086;D
5912990087;0087;E
5912990089;0089;G
5912990090;0090;H
5912990095;0095;N
5912990100;0100;U
5912990102;0102;W
5912990105;0105;Z
5912990110;0110;E
5912990111;0111;F
5912990112;0112;G
5912990113;0113;H
5912990115;0115;K
5912990118;0118;N
5912990120;0120;R
5912990121;0121;S
5912990122;0122;T
5912990123;0123;U
5912990124;0124;V
5912990125;0125;W
5912990126;0126;X
5912990127;0127;Y
5912990128;0128;Z
5912990129;0129;A
5912990130;0130;B
5912990135;0135;G
5912990137;0137;J
5912990140;0140;M
5912990145;0145;T
5912990147;0147;V
5912990150;0150;Y
5912990155;0155;D
5912990156;0156;E
5912990159;0159;H
5912990161;0161;K
5912990162;0162;L
5912990163;0163;M
5912990164;0164;N
5912990165;0165;P
5912990166;0166;R
5912990167;0167;S
5912990168;0168;T
5912990169;0169;U
5912990170;0170;V
5912990175;0175;A
5912990180;0180;F
5912990181;0181;G
5912990182;0182;H
5912990183;0183;J
5912990185;0185;L
5912990190;0190;S
5912990193;0193;V
5912990195;0195;X
5912990196;0196;Y
5912990197;0197;Z
5912990198;0198;A
5912990199;0199;B
5912990200;0200;C
5912990205;0205;H
5912990210;0210;N
5912990215;0215;U
5912990216;0216;V
5912990217;0217;W
5912990218;0218;X
5912990219;0219;Y
5912990221;0221;A
5912990222;0222;B
5912990223;0223;C
5912990225;0225;E
5912990226;0226;F
5912990227;0227;G
5912990228;0228;H
5912990229;0229;J
5912990230;0230;K
5912990232;0232;M
5912990233;0233;N
5912990234;0234;P
5912990236;0236;S
5912990238;0238;U
5912990239;0239;V
5912990240;0240;W
5912990242;0242;Y
5912990243;0243;Z
5912990245;0245;B
5912990247;0247;D
5912990250;0250;G
5912990260;0260;T
5912990262;0262;V
5912990265;0265;Y
5912990267;0267;A
5912990270;0270;D
5912990280;0280;P
5912990281;0281;R
5912990282;0282;S
5912990283;0283;T
5912990290;0290;A
5912990300;0300;L
5912990302;0302;N
5912990303;0303;P
5912990310;0310;X
5912990311;0311;Y
5912990312;0312;Z
5912990315;0315;C
5912990320;0320;H
5912990330;0330;U
5912990335;0335;Z
5912990340;0340;E
5912990345;0345;K
5912990349;0349;P
5912990350;0350;R
5912990352;0352;T
5912990360;0360;B
5912990365;0365;G
5912990366;0366;H
5912990370;0370;M
5912990371;0371;N
5912990377;0377;V
5912990380;0380;Y
5912990390;0390;J
5912990393;0393;M
5912990396;0396;R
5912990397;0397;S
5912990398;0398;T
5912990399;0399;U
5912990403;0403;Y
5912990405;0405;A
5912990406;0406;B
5912990410;0410;F
5912990414;0414;K
5912990415;0415;L
5912990420;0420;S
5912990430;0430;C
5912990435;0435;H
5912990440;0440;N
5912990450;0450;Z
5912990458;0458;H
5912990461;0461;L
5912990465;0465;R
5912990467;0467;T
5912990468;0468;U
5912990470;0470;W
5912990471;0471;X
5912990472;0472;Y
5912990473;0473;Z
5912990474;0474;A
5912990475;0475;B
5912990476;0476;C
5912990480;0480;G
5912990491;0491;U
5912990494;0494;X
5912990500;0500;D
5912990501;0501;E
5912990505;0505;J
5912990506;0506;K
5912990507;0507;L
5912990508;0508;M
5912990510;0510;P
5912990520;0520;A
5912990530;0530;L
5912990535;0535;S
5912990540;0540;X
5912990550;0550;H
5912990555;0555;N
5912990556;0556;P
5912990557;0557;R
5912990558;0558;S
5912990559;0559;T
5912990560;0560;U
5912990565;0565;Z
5912990570;0570;E
5912990580;0580;R
5912990590;0590;B
5912990595;0595;G
5912990598;0598;K
5912990600;0600;M
5912990602;0602;P
5912990603;0603;R
5912990605;0605;T
5912990608;0608;W
5912990609;0609;X
5912990610;0610;Y
5912990613;0613;B
5912990615;0615;D
5912990616;0616;E
5912990618;0618;G
5912990620;0620;J
5912990630;0630;V
5912990633;0633;Y
5912990640;0640;F
5912990645;0645;L
5912990650;0650;S
5912990653;0653;V
5912990654;0654;W
5912990655;0655;X
5912990657;0657;Z
5912990658;0658;A
5912990659;0659;B
5912990660;0660;C
5912990661;0661;D
5912990663;0663;F
5912990665;0665;H
5912990670;0670;N
5912990680;0680;Z
5912990690;0690;K
5912990692;0692;M
5912990695;0695;R
5912990710;0710;G
5912990711;0711;H
5912990720;0720;T
5912990725;0725;Y
5912990730;0730;D
5912990731;0731;E
5912990732;0732;F
5912990733;0733;G
5912990735;0735;J
5912990744;0744;U
5912990745;0745;V
5912990750;0750;A
5912990755;0755;F
5912990757;0757;H
5912990758;0758;J
5912990760;0760;L
5912990765;0765;S
5912990770;0770;X
5912990771;0771;Y
5912990772;0772;Z
5912990775;0775;C
5912990777;0777;E
5912990780;0780;H
5912990785;0785;N
5912990790;0790;U
5912990793;0793;X
5912990795;0795;Z
5912990797;0797;B
5912990800;0800;E
5912990810;0810;R
5912990815;0815;W
5912990820;0820;B
5912990821;0821;C
5912990830;0830;M
5912990840;0840;Y
5912990842;0842;A
5912990845;0845;D
5912990855;0855;P
5912990857;0857;S
5912990860;0860;V
5912990870;0870;F
5912990880;0880;S
5912990881;0881;T
5912990890;0890;C
5912990892;0892;E
5912990900;0900;N
5912990910;0910;Z
5912990915;0915;E
5912990925;0925;R
5912990930;0930;W
5912994680;4680;X
591303A001;A001;N
591303A002;A002;P
591303A003;A003;R
591303A004;A004;S
591303A005;A005;T
591303A006;A006;U
591303A007;A007;V
591303B001;B001;A
591303B002;B002;B
591303B003;B003;C
591303B004;B004;D
591303B005;B005;E
591303B006;B006;F
591303B007;B007;G
591303B008;B008;H
591303B009;B009;J
591303B010;B010;K
591303B011;B011;L
591303B012;B012;M
591303B013;B013;N
591303B014;B014;P
591303B015;B015;R
591303B016;B016;S
591303B017;B017;T
591303B018;B018;U
591303B019;B019;V
591303B020;B020;W
591303B021;B021;X
591303B022;B022;Y
591303B023;B023;Z
591303B024;B024;A
591303B025;B025;B
5913030005;0005;Y
5913030020;0020;P
5913030040;0040;L
5913030041;0041;M
5913030060;0060;H
5913030070;0070;U
5913030080;0080;E
5913030105;0105;G
5913030107;0107;J
5913030110;0110;M
5913030115;0115;T
5913030120;0120;Y
5913030140;0140;V
5913030150;0150;F
5913030155;0155;L
5913030156;0156;M
5913030160;0160;S
5913030180;0180;N
5913030200;0200;K
5913030220;0220;G
5913030224;0224;L
5913030225;0225;M
5913030228;0228;R
5913030234;0234;X
5913030240;0240;D
5913030241;0241;E
5913030246;0246;K
5913030250;0250;P
5913030252;0252;S
5913030255;0255;V
5913030260;0260;A
5913030262;0262;C
5913030263;0263;D
5913030265;0265;F
5913030270;0270;L
5913030280;0280;X
5913030300;0300;U
5913030309;0309;D
5913030310;0310;E
5913030312;0312;G
5913030315;0315;K
5913030320;0320;R
591316A001;A001;G
591316A002;A002;H
591316A003;A003;J
591316A004;A004;K
591316A005;A005;L
591316B001;B001;U
591316B002;B002;V
591316B003;B003;W
591316B004;B004;X
591316B005;B005;Y
591316B006;B006;Z
591316B007;B007;A
591316B008;B008;B
591316B009;B009;C
591316B010;B010;D
591316B011;B011;E
591316B012;B012;F
591316B013;B013;G
591316B014;B014;H
591316B015;B015;J
591316B016;B016;K
591316B017;B017;L
591316B018;B018;M
591316B019;B019;N
591316B020;B020;P
591316B021;B021;R
591316B022;B022;S
591316B023;B023;T
591316B024;B024;U
5913160002;0002;N
5913160010;0010;X
5913160015;0015;C
5913160016;0016;D
5913160020;0020;H
5913160039;0039;D
5913160040;0040;E
5913160060;0060;B
5913160070;0070;M
5913160080;0080;Y
5913160083;0083;B
5913160091;0091;K
5913160100;0100;V
5913160120;0120;S
5913160140;0140;N
5913160160;0160;K
5913160180;0180;G
5913160181;0181;H
5913160200;0200;D
5913160220;0220;A
5913160240;0240;X
5913160260;0260;U
5913160280;0280;R
5913160300;0300;M
5913160320;0320;J
5913160325;0325;P
5913160331;0331;W
5913160340;0340;F
5913160345;0345;L
5913160360;0360;C
5913160365;0365;H
5913160366;0366;J
5913160370;0370;N
5913160375;0375;U
5913160380;0380;Z
5913160382;0382;B
5913160390;0390;K
5913160400;0400;W
5913160407;0407;D
5913160408;0408;E
5913160410;0410;G
5913160420;0420;T
5913160440;0440;P
5913160450;0450;A
5913160451;0451;B
5913160455;0455;F
5913160456;0456;G
5913160460;0460;L
5913160480;0480;H
5913160550;0550;J
5913160560;0560;V
5913160561;0561;W
5913160565;0565;A
5913160567;0567;C
5913160570;0570;F
5913160580;0580;S
5913160590;0590;C
5913160594;0594;G
5913160597;0597;K
5913160600;0600;N
5913160610;0610;Z
5913160620;0620;K
5913160640;0640;G
5913160650;0650;T
5913160655;0655;Y
5913160660;0660;D
5913160680;0680;A
5913160690;0690;L
5913160700;0700;X
5913160715;0715;N
5913160720;0720;U
5913160740;0740;R
5913160760;0760;M
5913160765;0765;T
591317A009;A009;L
591317A010;A010;M
591317B001;B001;P
591317B002;B002;R
591317B003;B003;S
591317B004;B004;T
591317B005;B005;U
591317B006;B006;V
591317B007;B007;W
591317B008;B008;X
591317B009;B009;Y
591317B011;B011;A
591317B012;B012;B
591317B013;B013;C
591317B014;B014;D
591317B015;B015;E
591317B016;B016;F
591317B017;B017;G
591317B018;B018;H
591317B019;B019;J
591317B020;B020;K
591317B021;B021;L
591317B022;B022;M
591317B023;B023;N
591317B024;B024;P
591317B025;B025;R
591317B026;B026;S
591317B027;B027;T
591317B028;B028;U
591317B029;B029;V
591317B030;B030;W
5913170002;0002;J
5913170003;0003;K
5913170004;0004;L
5913170005;0005;M
5913170008;0008;R
5913170010;0010;T
5913170011;0011;U
5913170020;0020;D
5913170030;0030;P
5913170035;0035;V
5913170044;0044;E
5913170045;0045;F
5913170050;0050;L
5913170060;0060;X
5913170070;0070;H
5913170080;0080;U
5913170090;0090;E
5913170095;0095;K
5913170100;0100;R
5913170110;0110;B
5913170115;0115;G
5913170120;0120;M
5913170122;0122;P
5913170125;0125;T
5913170130;0130;Y
5913170132;0132;A
5913170135;0135;D
5913170137;0137;F
5913170140;0140;J
5913170150;0150;V
5913170152;0152;X
5913170160;0160;F
5913170161;0161;G
5913170170;0170;S
5913170175;0175;X
5913170180;0180;C
5913170190;0190;N
5913170191;0191;P
5913170200;0200;Z
5913170210;0210;K
5913170212;0212;M
5913170213;0213;N
5913170217;0217;T
5913170223;0223;Z
5913170225;0225;B
5913170230;0230;G
5913170231;0231;H
5913170235;0235;M
5913170240;0240;T
5913170250;0250;D
5913170260;0260;P
5913170270;0270;A
5913170272;0272;C
5913170273;0273;D
5913170276;0276;G
5913170278;0278;J
5913170280;0280;L
5913170285;0285;S
5913170290;0290;X
5913170293;0293;A
5913170294;0294;B
5913170295;0295;C
5913170296;0296;D
5913170297;0297;E
5913170298;0298;F
5913170299;0299;G
5913170300;0300;H
5913170301;0301;J
5913170303;0303;L
5913170304;0304;M
5913170306;0306;P
5913170315;0315;Z
5913170320;0320;E
5913170325;0325;K
5913170326;0326;L
5913170328;0328;N
5913170329;0329;P
5913170330;0330;R
5913170331;0331;S
5913170335;0335;W
5913170340;0340;B
5913170341;0341;C
5913170342;0342;D
5913170343;0343;E
5913170345;0345;G
5913170350;0350;M
5913170360;0360;Y
5913170370;0370;J
5913170375;0375;P
5913170380;0380;V
5913170381;0381;W
5913170390;0390;F
5913170395;0395;L
5913170400;0400;S
5913170410;0410;C
5913170411;0411;D
5913170415;0415;H
5913170420;0420;N
5913170430;0430;Z
5913170440;0440;K
5913170441;0441;L
5913170450;0450;W
5913170453;0453;Z
5913170454;0454;A
5913170456;0456;C
5913170457;0457;D
5913170458;0458;E
5913170459;0459;F
5913170460;0460;G
5913170461;0461;H
5913170470;0470;T
5913170472;0472;V
5913170480;0480;D
5913170484;0484;H
5913170485;0485;J
5913170487;0487;L
5913170495;0495;V
5913170496;0496;W
5913170500;0500;A
5913170501;0501;B
5913170502;0502;C
5913170505;0505;F
5913170510;0510;L
5913170515;0515;S
5913170516;0516;T
5913170517;0517;U
5913170520;0520;X
5913170525;0525;C
5913170530;0530;H
5913170533;0533;L
5913170540;0540;U
5913170545;0545;Z
5913170550;0550;E
5913170555;0555;K
5913170560;0560;R
5913170570;0570;B
5913170571;0571;C
5913170580;0580;M
5913170590;0590;Y
5913170591;0591;Z
5913170600;0600;J
5913170601;0601;K
5913170610;0610;V
5913170620;0620;F
5913170630;0630;S
5913170640;0640;C
5913170645;0645;H
5913170650;0650;N
5913170653;0653;S
5913170656;0656;V
5913170657;0657;W
5913170658;0658;X
5913170660;0660;Z
5913170670;0670;K
5913170671;0671;L
5913170675;0675;R
5913170680;0680;W
5913170690;0690;G
5913170695;0695;M
5913170700;0700;T
5913170710;0710;D
591320B001;B001;B
591320B002;B002;C
591320B003;B003;D
591320B004;B004;E
591320B005;B005;F
591320B006;B006;G
591320B007;B007;H
591320B008;B008;J
591320B009;B009;K
591320B010;B010;L
591320B011;B011;M
591320B012;B012;N
591320B013;B013;P
591320B014;B014;R
591320B015;B015;S
591320B016;B016;T
591320B017;B017;U
591320B018;B018;V
591320B020;B020;X
591320B021;B021;Y
591320B022;B022;Z
591320B023;B023;A
591320B024;B024;B
591320B025;B025;C
591320B026;B026;D
591320B027;B027;E
591320B028;B028;F
591320B029;B029;G
5913200015;0015;K
5913200018;0018;N
5913200020;0020;R
5913200021;0021;S
5913200040;0040;M
5913200045;0045;T
5913200048;0048;W
5913200050;0050;Y
5913200054;0054;C
5913200060;0060;J
5913200080;0080;F
5913200099;0099;B
5913200100;0100;C
5913200101;0101;D
5913200104;0104;G
5913200105;0105;H
5913200106;0106;J
5913200107;0107;K
5913200108;0108;L
5913200109;0109;M
5913200110;0110;N
5913200113;0113;S
5913200114;0114;T
5913200115;0115;U
5913200119;0119;Y
5913200125;0125;E
5913200130;0130;K
5913200131;0131;L
5913200140;0140;W
5913200142;0142;Y
5913200146;0146;C
5913200160;0160;T
5913200170;0170;D
5913200175;0175;J
5913200180;0180;P
5913200181;0181;R
5913200182;0182;S
5913200186;0186;W
5913200190;0190;A
5913200191;0191;B
5913200193;0193;D
5913200195;0195;F
591328A001;A001;E
591328A002;A002;F
591328A003;A003;G
591328A004;A004;H
591328A005;A005;J
591328A006;A006;K
591328A007;A007;L
591328A008;A008;M
591328B001;B001;S
591328B002;B002;T
591328B003;B003;U
591328B004;B004;V
591328B005;B005;W
591328B006;B006;X
591328B007;B007;Y
591328B008;B008;Z
591328B009;B009;A
591328B011;B011;C
591328B012;B012;D
591328B013;B013;E
591328B014;B014;F
591328B015;B015;G
591328B016;B016;H
591328X001;X001;U
5913280010;0010;V
5913280020;0020;F
5913280030;0030;S
5913280035;0035;X
5913280040;0040;C
5913280045;0045;H
5913280050;0050;N
5913280060;0060;Z
5913280068;0068;H
5913280070;0070;K
5913280075;0075;R
5913280078;0078;U
5913280080;0080;W
5913280085;0085;B
5913280087;0087;D
5913280090;0090;G
5913280100;0100;T
5913280101;0101;U
5913280110;0110;D
5913280125;0125;V
5913280130;0130;A
5913280135;0135;F
5913280140;0140;L
5913280150;0150;X
5913280155;0155;C
5913280157;0157;E
5913280160;0160;H
5913280165;0165;N
5913280170;0170;U
5913280171;0171;V
5913280180;0180;E
5913280190;0190;R
5913280191;0191;S
5913280193;0193;U
5913280200;0200;B
5913280210;0210;M
5913280211;0211;N
5913280212;0212;P
5913280213;0213;R
5913280214;0214;S
5913280215;0215;T
5913280217;0217;V
5913280219;0219;X
5913280220;0220;Y
5913280230;0230;J
5913280240;0240;V
5913280243;0243;Y
5913280250;0250;F
5913280260;0260;S
5913280270;0270;C
5913280280;0280;N
5913280290;0290;Z
5913280300;0300;K
5913280305;0305;R
5913280307;0307;T
5913280310;0310;W
5913280312;0312;Y
5913280314;0314;A
